usage_date,service,daily_cost,daily_usage,roll_mean,roll_std,z_score,cost_per_unit,cpu_roll_mean,cpu_pct_dev,likely_waste
2025-05-14,AWSLambda,306.99264,281.52,96.62305714285715,7.962283249557973,26.42076101334646,1.0904825234441604,0.9940518728237223,9.700766454623277,False
2025-04-08,AmazonDynamoDB,153.5839,168.8,131.11695714285716,3.7915525377067376,5.92552592472624,0.9098572274881516,0.9913314897793849,-8.218669852741685,False
2024-10-05,AmazonS3,308.9864,288.176,221.62298571428573,21.150150542129914,4.130628484733063,1.0722142024318473,0.9863744395111491,8.702553460655436,False
2025-02-10,AmazonEC2,1464.7798,1068.58,1064.4297142857142,103.47115550764875,3.8691950790545806,1.370772239794868,0.9777424563379917,40.19767996256588,True
2025-02-26,AmazonEBS,224.0393,201.82,191.91959999999997,10.307816991325618,3.116052606194877,1.110094638787038,0.9982153903542927,11.207926617224011,False
2025-06-13,AmazonEBS,239.7035,247.3,200.49455714285713,14.389132807997068,2.724899643385851,0.9692822482814395,0.9859299610982981,-1.6885289496947162,False
2024-10-07,AmazonS3,355.14736,346.9055,254.1049685714286,37.57907592448523,2.6887939349976313,1.0237582281053486,0.999581750358918,2.4186593780598233,False
2025-05-22,AmazonDynamoDB,150.9993,159.69,132.89872857142856,6.7777336262977785,2.6705935090663293,0.945577681758407,0.979308955126304,-3.444395478191726,False
2025-07-25,AmazonCloudFront,190.239,203.7,163.03365714285715,10.233746294630391,2.658395281053371,0.933917525773196,0.9845871387728035,-5.14628020255906,False
2025-03-10,AmazonS3,257.9481,262.55,232.91710000000003,9.675893302255668,2.586944607395029,0.9824722909921919,1.0110008411474258,-2.8218127022382804,False
2024-10-22,AmazonS3,225.0763,212.21,333.4129057142857,43.26293145547164,-2.5041438956995123,1.0606300362848122,1.0402913564758653,1.95509456868382,False
2024-12-15,AmazonRDS,532.2466000000001,549.98,638.5829428571429,42.440644775020864,-2.5055308047470777,0.9677562820466199,0.9879700310251488,-2.045988070868352,False
2024-08-24,AWSLambda,66.5061,68.08,82.40421428571427,6.177950391359195,-2.5733638631916187,0.9768816098707404,0.9734970746617552,0.3476677328651606,False
2024-10-26,AmazonEC2,844.4651,913.86,1033.2874,73.2750751669581,-2.5768967083249814,0.9240639704112227,0.981464311011384,-5.848438904621109,False
2024-12-29,AmazonRDS,537.3243,535.34,673.2159571428572,52.28516037844288,-2.599048298967926,1.0037066163559607,0.9896544416662837,1.4199072017518892,False
2024-08-18,AmazonS3,177.9367,171.02,219.48701428571425,15.973679408162669,-2.6011736697608776,1.0404438077417846,0.9614606635684535,8.214911661615544,False
2024-09-14,AmazonS3,196.0597,223.48,218.41852857142857,8.584088038286076,-2.604683045153484,0.8773031143726508,1.0413419864310585,-15.752641706170916,False
2024-08-24,AmazonRDS,498.8648,428.93,615.1029285714285,43.85096539897828,-2.6507541513358976,1.163044785862495,1.0114854183555255,14.98384106746442,False
2025-03-29,AmazonCloudFront,123.49770000000001,129.36,156.73987142857143,12.348192093543501,-2.6920678895133774,0.9546822820037105,0.989504616103224,-3.5191684336600297,False
2025-02-16,AmazonCloudFront,129.3596,126.14,154.6195857142857,9.366161179734394,-2.696941172541516,1.0255240209291263,0.9910299587186818,3.480627594249764,False
2025-06-14,AmazonDynamoDB,116.3026,117.11,136.31301428571427,6.931129058681201,-2.8870353035269694,0.9931056271881137,1.0161369191853526,-2.266554000980831,False
2025-01-26,AmazonDynamoDB,105.32339999999999,114.22999999999999,127.52802857142858,7.353846386917561,-3.0194577644333798,0.9220292392541364,0.9681025723205231,-4.7591375525374175,False
2024-12-28,AmazonEBS,152.9014,148.28,186.08612857142856,10.679705411778869,-3.1072700315149553,1.0311667116266523,0.9922267231225211,3.9245051152812795,False
2024-10-12,AmazonRDS,511.5244,569.27,653.7101285714286,44.62960346353457,-3.1859061595204192,0.8985620180230822,0.9775845947852877,-8.083451517519222,False
2024-06-15,AmazonDynamoDB,101.4739,108.97,116.57985714285714,4.719925094694178,-3.2004654395550127,0.9312095072038176,0.9896229912589275,-5.902599734551487,False
2025-05-25,AmazonDynamoDB,112.2527,118.81,138.0588,8.021733105341562,-3.2170230124978922,0.9448085178015319,0.9669020343129475,-2.2849798353268205,False
2024-06-29,AmazonCloudFront,113.0464,119.72,137.36781428571427,7.49784883803981,-3.243785625861284,0.9442565987303709,0.9777327776384152,-3.4238576913521834,False
2025-03-22,AWSLambda,76.1797,77.3,91.42582857142857,4.681277940090843,-3.256830456670708,0.9855071151358344,0.9931533102583278,-0.7698907151106886,False
2025-02-25,AmazonEC2,1159.3645,1128.46,1472.1628042857144,92.16591644107606,-3.3938609451759114,1.0273864381546531,1.3582033165331289,-24.356948208821912,False
2025-05-03,AmazonCloudFront,129.7764,134.41,160.32462857142858,8.97139888269296,-3.4050685930775235,0.9655263745257049,0.9897694734925225,-2.449368223215948,False
2025-07-26,AmazonEBS,177.6078,202.56,205.48512857142856,7.604525292593688,-3.6658867580569776,0.8768157582938388,0.9978037696409695,-12.125431375215657,False
2024-12-07,AmazonCloudFront,128.5212,115.91,153.50722857142858,6.316167511689032,-3.9558844069901777,1.1088016564575964,0.9824498838887168,12.8608873226954,False
2024-10-21,AmazonS3,244.5657,242.51,351.9065828571429,20.78140941030691,-5.165235944194684,1.00847676384479,1.0413828896373338,-3.1598489009170794,False
